회사명,종목코드,업종,상장일,시장구분,yf_ticker
코난테크놀로지,402030,소프트웨어 개발 및 공급업,2022-07-07,코스닥,402030.KQ
코렌텍,104540,의료용 기기 제조업,2013-03-05,코스닥,104540.KQ
코리아에셋투자증권,190650,금융 지원 서비스업,2019-11-20,코스닥,190650.KQ
코메론,049430,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2001-01-16,코스닥,049430.KQ
코아시아,045970,반도체 제조업,2000-08-03,코스닥,045970.KQ
코츠테크놀로지,448710,컴퓨터 및 주변장치 제조업,2023-08-10,코스닥,448710.KQ
크라우드웍스,355390,소프트웨어 개발 및 공급업,2023-08-31,코스닥,355390.KQ
키이스트,054780,"영화, 비디오물, 방송프로그램 제작 및 배급업",2003-11-14,코스닥,054780.KQ
태웅,044490,기타 금속 가공제품 제조업,2001-11-08,코스닥,044490.KQ
태웅로직스,124560,기타 운송관련 서비스업,2019-12-10,코스닥,124560.KQ
테라젠이텍스,066700,의약품 제조업,2004-05-27,코스닥,066700.KQ
테크윙,089030,특수 목적용 기계 제조업,2011-11-10,코스닥,089030.KQ
티비씨,033830,텔레비전 방송업,2010-11-29,코스닥,033830.KQ
티사이언티픽,057680,소프트웨어 개발 및 공급업,2002-06-18,코스닥,057680.KQ
티씨케이,064760,기타 비금속 광물제품 제조업,2003-08-18,코스닥,064760.KQ
티에스넥스젠,043220,특수 목적용 기계 제조업,2001-07-03,코스닥,043220.KQ
티에프이,425420,전자부품 제조업,2022-11-17,코스닥,425420.KQ
티움바이오,321550,자연과학 및 공학 연구개발업,2019-11-22,코스닥,321550.KQ
포바이포,389140,"영화, 비디오물, 방송프로그램 제작 및 배급업",2022-04-28,코스닥,389140.KQ
포인트엔지니어링,256630,기타 금속 가공제품 제조업,2017-05-02,코스닥,256630.KQ
폴라리스AI,039980,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2002-08-13,코스닥,039980.KQ
폴라리스세원,234100,자동차 신품 부품 제조업,2017-10-20,코스닥,234100.KQ
푸른저축은행,007330,은행 및 저축기관,1993-12-07,코스닥,007330.KQ
프리시젼바이오,335810,의료용 기기 제조업,2020-12-22,코스닥,335810.KQ
플라즈맵,405000,의료용 기기 제조업,2022-10-21,코스닥,405000.KQ
피아이이,452450,특수 목적용 기계 제조업,2025-02-04,코스닥,452450.KQ
피엠티,147760,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2016-12-12,코스닥,147760.KQ
피코그램,376180,그외 기타 제품 제조업,2021-11-03,코스닥,376180.KQ
픽셀플러스,087600,전자부품 제조업,2015-06-12,코스닥,087600.KQ
필에너지,378340,특수 목적용 기계 제조업,2023-07-14,코스닥,378340.KQ
하나28호스팩,454750,금융 지원 서비스업,2023-08-10,코스닥,454750.KQ
하이딥,365590,반도체 제조업,2020-12-21,코스닥,365590.KQ
하츠,066130,가정용 기기 제조업,2003-02-11,코스닥,066130.KQ
한국가구,004590,기타 상품 전문 소매업,1993-06-03,코스닥,004590.KQ
한국맥널티,222980,기타 식품 제조업,2015-12-23,코스닥,222980.KQ
한국비엔씨,256840,기초 의약물질 제조업,2016-12-28,코스닥,256840.KQ
한국파마,032300,의약품 제조업,2020-08-10,코스닥,032300.KQ
한선엔지니어링,452280,기타 금속 가공제품 제조업,2023-11-24,코스닥,452280.KQ
한성크린텍,066980,"건축기술, 엔지니어링 및 관련 기술 서비스업",2003-01-17,코스닥,066980.KQ
한일사료,005860,동물용 사료 및 조제식품 제조업,1994-11-07,코스닥,005860.KQ
해성에어로보틱스,059270,기타 금속 가공제품 제조업,2021-04-21,코스닥,059270.KQ
화성밸브,039610,일반 목적용 기계 제조업,2000-03-16,코스닥,039610.KQ
휴네시온,290270,소프트웨어 개발 및 공급업,2018-08-02,코스닥,290270.KQ
휴메딕스,200670,의약품 제조업,2014-12-26,코스닥,200670.KQ
AP위성,211270,통신 및 방송 장비 제조업,2016-03-04,코스닥,211270.KQ
CG인바이츠,083790,자연과학 및 공학 연구개발업,2006-01-06,코스닥,083790.KQ
DH오토리드,290120,자동차 신품 부품 제조업,2018-12-07,코스닥,290120.KQ
HK이노엔,195940,의약품 제조업,2021-08-09,코스닥,195940.KQ
HRS,036640,합성고무 및 플라스틱 물질 제조업,2000-05-30,코스닥,036640.KQ
JTC,950170,종합 소매업,2018-04-06,코스닥,950170.KQ
JYP Ent.,035900,오디오물 출판 및 원판 녹음업,2001-08-30,코스닥,035900.KQ
KBG,318000,합성고무 및 플라스틱 물질 제조업,2019-08-01,코스닥,318000.KQ
LS마린솔루션,060370,전기 및 통신 공사업,2002-02-15,코스닥,060370.KQ
LS티라유텍,322180,소프트웨어 개발 및 공급업,2019-10-31,코스닥,322180.KQ
NEW,160550,"영화, 비디오물, 방송프로그램 제작 및 배급업",2014-12-23,코스닥,160550.KQ
SAMG엔터,419530,"영화, 비디오물, 방송프로그램 제작 및 배급업",2022-12-06,코스닥,419530.KQ
SCL사이언스,246960,의료용품 및 기타 의약 관련제품 제조업,2019-02-01,코스닥,246960.KQ
SG,255220,기타 비금속 광물제품 제조업,2018-01-26,코스닥,255220.KQ
SG&G,040610,자동차 신품 부품 제조업,2000-04-27,코스닥,040610.KQ
SKAI,357880,소프트웨어 개발 및 공급업,2021-11-10,코스닥,357880.KQ
SK증권제10호스팩,457940,금융 지원 서비스업,2023-08-11,코스닥,457940.KQ
SK증권제11호스팩,472230,금융 지원 서비스업,2024-03-04,코스닥,472230.KQ
SK증권제8호스팩,435870,금융 지원 서비스업,2022-10-06,코스닥,435870.KQ
SOOP,067160,소프트웨어 개발 및 공급업,2003-12-19,코스닥,067160.KQ
SV인베스트먼트,289080,기타 금융업,2018-07-06,코스닥,289080.KQ
TKG애강,022220,플라스틱제품 제조업,2006-04-11,코스닥,022220.KQ
가온칩스,399720,반도체 제조업,2022-05-20,코스닥,399720.KQ
국영지앤엠,006050,유리 및 유리제품 제조업,1994-10-07,코스닥,006050.KQ
그린플러스,186230,1차 비철금속 제조업,2019-08-07,코스닥,186230.KQ
기가레인,049080,전자부품 제조업,2013-12-19,코스닥,049080.KQ
네오이뮨텍,950220,자연과학 및 공학 연구개발업,2021-03-16,코스닥,950220.KQ
네오팜,092730,기타 화학제품 제조업,2007-01-30,코스닥,092730.KQ
네이처셀,007390,기초 의약물질 제조업,1992-11-30,코스닥,007390.KQ
네패스,033640,반도체 제조업,1999-12-14,코스닥,033640.KQ
농우바이오,054050,작물 재배업,2002-04-02,코스닥,054050.KQ
뉴트리,270870,기타 식품 제조업,2018-12-13,코스닥,270870.KQ
다원시스,068240,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2010-09-14,코스닥,068240.KQ
닷밀,464580,"영화, 비디오물, 방송프로그램 제작 및 배급업",2024-11-13,코스닥,464580.KQ
대봉엘에스,078140,의약품 제조업,2005-12-23,코스닥,078140.KQ
대성파인텍,104040,자동차 신품 부품 제조업,2009-01-23,코스닥,104040.KQ
대신밸런스제19호스팩,482690,금융 지원 서비스업,2024-11-20,코스닥,482690.KQ
더코디,224060,특수 목적용 기계 제조업,2015-12-29,코스닥,224060.KQ
데이타솔루션,263800,기계장비 및 관련 물품 도매업,2017-08-03,코스닥,263800.KQ
동국S&C,100130,"구조용 금속제품, 탱크 및 증기발생기 제조업",2009-08-31,코스닥,100130.KQ
동국생명과학,303810,의약품 제조업,2025-02-17,코스닥,303810.KQ
디바이스,187870,특수 목적용 기계 제조업,2017-12-20,코스닥,187870.KQ
디알젬,263690,의료용 기기 제조업,2018-11-22,코스닥,263690.KQ
디와이디,219550,생활용품 도매업,2015-07-22,코스닥,219550.KQ
디와이피엔에프,104460,일반 목적용 기계 제조업,2009-12-22,코스닥,104460.KQ
디지아이,043360,컴퓨터 및 주변장치 제조업,2001-07-20,코스닥,043360.KQ
라온시큐어,042510,소프트웨어 개발 및 공급업,2001-01-03,코스닥,042510.KQ
라파스,214260,기타 화학제품 제조업,2019-11-11,코스닥,214260.KQ
리가켐바이오,141080,자연과학 및 공학 연구개발업,2013-05-10,코스닥,141080.KQ
마이크로디지탈,305090,의료용 기기 제조업,2019-06-05,코스닥,305090.KQ
매일홀딩스,005990,동·식물성 유지 및 낙농제품 제조업,1999-05-14,코스닥,005990.KQ
머큐리,100590,통신 및 방송 장비 제조업,2018-12-14,코스닥,100590.KQ
메이슨캐피탈,021880,기타 금융업,1996-09-02,코스닥,021880.KQ
멕아이씨에스,058110,의료용 기기 제조업,2015-12-14,코스닥,058110.KQ
모아데이타,288980,소프트웨어 개발 및 공급업,2022-03-10,코스닥,288980.KQ
미래에셋비전스팩7호,482680,금융 지원 서비스업,2024-09-11,코스닥,482680.KQ
미스터블루,207760,기타 정보 서비스업,2014-12-12,코스닥,207760.KQ
미코바이오메드,214610,의료용 기기 제조업,2020-10-22,코스닥,214610.KQ
미트박스,475460,기타 정보 서비스업,2025-01-23,코스닥,475460.KQ
밀리의서재,418470,"서적, 잡지 및 기타 인쇄물 출판업",2023-09-27,코스닥,418470.KQ
바이오니아,064550,의료용품 및 기타 의약 관련제품 제조업,2005-12-29,코스닥,064550.KQ
바이오톡스텍,086040,자연과학 및 공학 연구개발업,2007-09-21,코스닥,086040.KQ
배럴,267790,봉제의복 제조업,2018-02-01,코스닥,267790.KQ
밸로프,331520,소프트웨어 개발 및 공급업,2019-10-29,코스닥,331520.KQ
뱅크웨어글로벌,199480,소프트웨어 개발 및 공급업,2024-08-12,코스닥,199480.KQ
베노티앤알,206400,실내건축 및 건축마무리 공사업,2014-12-10,코스닥,206400.KQ
베셀,177350,특수 목적용 기계 제조업,2015-06-19,코스닥,177350.KQ
부스타,008470,"구조용 금속제품, 탱크 및 증기발생기 제조업",2011-02-23,코스닥,008470.KQ
브릿지바이오,288330,기초 의약물질 제조업,2019-12-20,코스닥,288330.KQ
블랙야크아이앤씨,478560,신발 및 신발 부분품 제조업,2025-01-21,코스닥,478560.KQ
블리츠웨이엔터테인먼트,369370,창작 및 예술관련 서비스업,2020-12-23,코스닥,369370.KQ
비씨엔씨,146320,반도체 제조업,2022-03-03,코스닥,146320.KQ
비에이치아이,083650,일반 목적용 기계 제조업,2005-12-02,코스닥,083650.KQ
비엔케이제2호스팩,473370,금융 지원 서비스업,2024-03-05,코스닥,473370.KQ
사람인,143240,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2012-02-21,코스닥,143240.KQ
삼기에너지솔루션즈,419050,자동차 신품 부품 제조업,2023-02-03,코스닥,419050.KQ
샘씨엔에스,252990,전자부품 제조업,2021-05-20,코스닥,252990.KQ
샤페론,378800,기초 의약물질 제조업,2022-10-19,코스닥,378800.KQ
서산,079650,"시멘트, 석회, 플라스터 및 그 제품 제조업",2005-01-21,코스닥,079650.KQ
서희건설,035890,건물 건설업,1999-12-24,코스닥,035890.KQ
선바이오,067370,의약품 제조업,2022-10-05,코스닥,067370.KQ
성도이엔지,037350,"건축기술, 엔지니어링 및 관련 기술 서비스업",2000-01-11,코스닥,037350.KQ
성우전자,081580,통신 및 방송 장비 제조업,2007-10-12,코스닥,081580.KQ
셀레스트라,352770,의료용품 및 기타 의약 관련제품 제조업,2020-12-04,코스닥,352770.KQ
셀비온,308430,의약품 제조업,2024-10-16,코스닥,308430.KQ
소마젠,950200,"그외 기타 전문, 과학 및 기술 서비스업",2020-07-13,코스닥,950200.KQ
솔트룩스,304100,소프트웨어 개발 및 공급업,2020-07-23,코스닥,304100.KQ
스맥,099440,특수 목적용 기계 제조업,2009-05-26,코스닥,099440.KQ
스튜디오삼익,415380,기타 생활용품 소매업,2024-02-06,코스닥,415380.KQ
신스틸,162300,1차 철강 제조업,2022-12-23,코스닥,162300.KQ
신시웨이,290560,소프트웨어 개발 및 공급업,2023-11-03,코스닥,290560.KQ
신영스팩9호,445970,금융 지원 서비스업,2022-12-27,코스닥,445970.KQ
신원종합개발,017000,건물 건설업,1994-12-07,코스닥,017000.KQ
신진에스엠,138070,기타 금속 가공제품 제조업,2011-11-28,코스닥,138070.KQ
신화인터텍,056700,플라스틱제품 제조업,2001-12-13,코스닥,056700.KQ
심텍,222800,전자부품 제조업,2015-08-07,코스닥,222800.KQ
싸이토젠,217330,자연과학 및 공학 연구개발업,2018-11-22,코스닥,217330.KQ
쎄노텍,222420,기타 비금속 광물제품 제조업,2015-08-06,코스닥,222420.KQ
씨앤지하이테크,264660,특수 목적용 기계 제조업,2018-01-25,코스닥,264660.KQ
씨이랩,189330,소프트웨어 개발 및 공급업,2021-02-24,코스닥,189330.KQ
아나패스,123860,반도체 제조업,2010-11-05,코스닥,123860.KQ
아스트,067390,"항공기,우주선 및 부품 제조업",2014-12-24,코스닥,067390.KQ
아이센스,099190,의료용 기기 제조업,2013-01-30,코스닥,099190.KQ
아이씨디,040910,특수 목적용 기계 제조업,2011-08-05,코스닥,040910.KQ
아이에스티이,212710,반도체 제조업,2025-02-12,코스닥,212710.KQ
아이진,185490,자연과학 및 공학 연구개발업,2015-11-16,코스닥,185490.KQ
아이퀘스트,262840,소프트웨어 개발 및 공급업,2021-02-05,코스닥,262840.KQ
아이큐어,175250,의약품 제조업,2018-07-12,코스닥,175250.KQ
아이티센엔텍,010280,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2000-04-14,코스닥,010280.KQ
아크솔루션스,203690,"펄프, 종이 및 판지 제조업",2014-09-30,코스닥,203690.KQ
안랩,053800,소프트웨어 개발 및 공급업,2001-09-13,코스닥,053800.KQ
알로이스,297570,통신 및 방송 장비 제조업,2018-07-20,코스닥,297570.KQ
애니플러스,310200,"영화, 비디오물, 방송프로그램 제작 및 배급업",2018-12-21,코스닥,310200.KQ
액트로,290740,전자부품 제조업,2018-08-28,코스닥,290740.KQ
야스,255440,특수 목적용 기계 제조업,2017-09-29,코스닥,255440.KQ
에스바이오메딕스,304360,의약품 제조업,2023-05-04,코스닥,304360.KQ
에스엠씨지,460870,유리 및 유리제품 제조업,2025-03-07,코스닥,460870.KQ
에스엠코어,007820,일반 목적용 기계 제조업,2011-11-08,코스닥,007820.KQ
에이디테크놀로지,200710,반도체 제조업,2014-12-16,코스닥,200710.KQ
에이유브랜즈,481070,"섬유, 의복, 신발 및 가죽제품 소매업",2025-04-03,코스닥,481070.KQ
에이치엘사이언스,239610,기타 식품 제조업,2016-10-28,코스닥,239610.KQ
에이치와이티씨,148930,기타 금속 가공제품 제조업,2022-08-09,코스닥,148930.KQ
에프에스티,036810,전자부품 제조업,2000-01-18,코스닥,036810.KQ
엑시온그룹,069920,무점포 소매업,2007-12-05,코스닥,069920.KQ
엑시콘,092870,특수 목적용 기계 제조업,2015-10-22,코스닥,092870.KQ
엔텔스,069410,소프트웨어 개발 및 공급업,2007-06-20,코스닥,069410.KQ
엘컴텍,037950,전자부품 제조업,2000-08-24,코스닥,037950.KQ
엘티씨,170920,기초 화학물질 제조업,2013-10-08,코스닥,170920.KQ
엠에프엠코리아,323230,편조의복 제조업,2019-06-19,코스닥,323230.KQ
오르비텍,046120,기타 과학기술 서비스업,2010-06-15,코스닥,046120.KQ
오리콤,010470,광고업,2000-10-24,코스닥,010470.KQ
오텍,067170,자동차 재제조 부품 제조업,2003-11-14,코스닥,067170.KQ
오파스넷,173130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2018-08-24,코스닥,173130.KQ
오하임앤컴퍼니,309930,기타 생활용품 소매업,2018-12-20,코스닥,309930.KQ
옵티코어,380540,마그네틱 및 광학 매체 제조업,2022-12-29,코스닥,380540.KQ
와이엠씨,155650,전자부품 제조업,2012-11-15,코스닥,155650.KQ
우리로,046970,기타 전문 도매업,2012-11-27,코스닥,046970.KQ
우리산업홀딩스,072470,자동차 신품 부품 제조업,2003-10-28,코스닥,072470.KQ
우림피티에스,101170,일반 목적용 기계 제조업,2009-04-28,코스닥,101170.KQ
우양,103840,"과실, 채소 가공 및 저장 처리업",2019-11-20,코스닥,103840.KQ
우정바이오,215380,자연과학 및 공학 연구개발업,2015-05-18,코스닥,215380.KQ
원익QnC,074600,유리 및 유리제품 제조업,2003-12-12,코스닥,074600.KQ
웰킵스하이텍,043590,반도체 제조업,2001-12-20,코스닥,043590.KQ
웹젠,069080,소프트웨어 개발 및 공급업,2003-05-23,코스닥,069080.KQ
위너스,479960,기타 전기장비 제조업,2025-02-24,코스닥,479960.KQ
위더스제약,330350,의약품 제조업,2020-07-03,코스닥,330350.KQ
윈하이텍,192390,"구조용 금속제품, 탱크 및 증기발생기 제조업",2014-07-25,코스닥,192390.KQ
유비케어,032620,소프트웨어 개발 및 공급업,1997-05-02,코스닥,032620.KQ
유안타제15호스팩,473050,금융 지원 서비스업,2024-02-29,코스닥,473050.KQ
